epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,851.58,0.36029,0.40283,0.79402,0.59638,0.64614,0.63316,0.57838,0.38751,0.95489,0.80431,0.000120065,0.000120065,0.000120065
63,867.409,0.3634,0.39145,0.78993,0.60697,0.63461,0.59871,0.55302,0.39182,1.00137,0.8094,0.000119213,0.000119213,0.000119213
64,880.048,0.35204,0.39254,0.79161,0.53083,0.65672,0.58141,0.53695,0.39089,1.05208,0.81055,0.000118362,0.000118362,0.000118362
65,889.662,0.36614,0.40169,0.79125,0.58144,0.61348,0.58885,0.54467,0.39755,1.03788,0.81243,0.00011751,0.00011751,0.00011751
66,912.046,0.35578,0.37637,0.78888,0.62991,0.55932,0.63804,0.5885,0.38733,0.98722,0.80667,0.000116659,0.000116659,0.000116659
67,921.717,0.35701,0.39933,0.78965,0.50419,0.69635,0.63306,0.58356,0.38245,0.97323,0.80492,0.000115808,0.000115808,0.000115808
68,932.594,0.34954,0.37933,0.7882,0.53452,0.65319,0.60679,0.56107,0.39049,1.00126,0.80831,0.000114956,0.000114956,0.000114956
69,943.912,0.3605,0.38964,0.78799,0.64633,0.60852,0.5977,0.55244,0.38453,0.97296,0.8054,0.000114105,0.000114105,0.000114105
70,953.598,0.36137,0.40251,0.78922,0.53304,0.65891,0.58954,0.5436,0.38998,1.0699,0.81132,0.000113253,0.000113253,0.000113253
71,964.825,0.35969,0.38508,0.78953,0.56829,0.66297,0.60944,0.55924,0.38582,0.98742,0.80741,0.000112402,0.000112402,0.000112402
72,975.937,0.35356,0.37058,0.78751,0.58197,0.64191,0.62132,0.57068,0.38098,0.98229,0.80672,0.000111551,0.000111551,0.000111551
73,985.425,0.35217,0.36523,0.78477,0.59121,0.64566,0.65225,0.60197,0.38471,0.97923,0.80874,0.000110699,0.000110699,0.000110699
74,996.467,0.35214,0.36502,0.78523,0.64212,0.59188,0.63767,0.58726,0.38502,1.01279,0.8054,0.000109848,0.000109848,0.000109848
75,1012.73,0.35134,0.36137,0.78825,0.56934,0.61129,0.61753,0.57057,0.3875,1.04629,0.80746,0.000108996,0.000108996,0.000108996
76,1023.78,0.36405,0.36863,0.78496,0.55201,0.6688,0.62394,0.57848,0.38556,0.97186,0.80447,0.000108145,0.000108145,0.000108145
77,1033.64,0.35349,0.37114,0.78277,0.65549,0.61662,0.61135,0.56614,0.39304,1.01839,0.80853,0.000107294,0.000107294,0.000107294
78,1050.56,0.33665,0.3488,0.78793,0.60304,0.63543,0.62958,0.57704,0.38712,0.99298,0.80745,0.000106442,0.000106442,0.000106442
79,1061.51,0.35066,0.38409,0.78866,0.6576,0.62477,0.62349,0.57462,0.38578,1.01084,0.8069,0.000105591,0.000105591,0.000105591
80,1073.02,0.3451,0.35863,0.79254,0.58983,0.6297,0.60787,0.56111,0.38414,1.02146,0.80692,0.000104739,0.000104739,0.000104739
81,1082.44,0.33989,0.35125,0.78455,0.62208,0.6007,0.60276,0.55398,0.38362,1.00037,0.80593,0.000103888,0.000103888,0.000103888
82,1093.55,0.35081,0.36694,0.78962,0.65633,0.58362,0.60089,0.55463,0.39335,1.05993,0.80956,0.000103037,0.000103037,0.000103037
83,1104.55,0.3475,0.36153,0.78786,0.5927,0.67729,0.60875,0.55929,0.38823,0.98136,0.80816,0.000102185,0.000102185,0.000102185
84,1120.84,0.33118,0.34367,0.78618,0.56551,0.64739,0.58891,0.54275,0.38909,1.05529,0.81095,0.000101334,0.000101334,0.000101334
85,1130.58,0.33033,0.33322,0.78477,0.61302,0.62935,0.57983,0.53466,0.38711,1.07771,0.81065,0.000100482,0.000100482,0.000100482
86,1141.46,0.33458,0.34774,0.78544,0.6116,0.60499,0.58233,0.53849,0.38604,1.09666,0.80934,9.9631e-05,9.9631e-05,9.9631e-05
87,1152.22,0.33001,0.34102,0.7879,0.54779,0.60842,0.58159,0.53844,0.38789,1.12227,0.80872,9.87796e-05,9.87796e-05,9.87796e-05
88,1162.33,0.33047,0.34105,0.78828,0.61026,0.61664,0.58629,0.54058,0.38637,1.038,0.80723,9.79282e-05,9.79282e-05,9.79282e-05
