epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,272.507,0.50832,0.95185,0.8215,0.70161,0.76281,0.74517,0.70048,0.3284,0.68348,0.81085,0.00016008,0.00016008,0.00016008
16,291.558,0.4798,0.90835,0.82032,0.64497,0.8243,0.73527,0.6921,0.32843,0.64772,0.81002,0.000159229,0.000159229,0.000159229
17,304.824,0.48003,0.87643,0.81556,0.73961,0.72979,0.74317,0.70121,0.33348,0.65492,0.81298,0.000158378,0.000158378,0.000158378
18,329.775,0.48489,0.85283,0.81767,0.68815,0.80179,0.75209,0.71134,0.32699,0.64479,0.80903,0.000157526,0.000157526,0.000157526
19,343.45,0.48702,0.8493,0.81696,0.71915,0.73334,0.74292,0.69935,0.34281,0.66441,0.81821,0.000156675,0.000156675,0.000156675
20,364.495,0.47764,0.81425,0.81883,0.63795,0.84012,0.73,0.69008,0.32098,0.65578,0.80894,0.000155823,0.000155823,0.000155823
21,377.524,0.47012,0.79932,0.81412,0.66142,0.80947,0.74749,0.69823,0.32773,0.76416,0.81382,0.000154972,0.000154972,0.000154972
22,394.38,0.47996,0.81335,0.81486,0.69646,0.75729,0.74613,0.69255,0.32156,0.67313,0.81093,0.000154121,0.000154121,0.000154121
23,411.449,0.48809,0.80107,0.80829,0.7709,0.71083,0.75,0.69383,0.3275,0.65604,0.81464,0.000153269,0.000153269,0.000153269
24,428.098,0.48694,0.79959,0.81144,0.75332,0.71009,0.72942,0.67837,0.32057,0.72607,0.81429,0.000152418,0.000152418,0.000152418
25,441.222,0.45147,0.73918,0.80632,0.66892,0.78975,0.75489,0.70776,0.31738,0.67049,0.81051,0.000151566,0.000151566,0.000151566
26,455.982,0.46779,0.7631,0.807,0.65004,0.82777,0.74419,0.70422,0.31104,0.65091,0.8091,0.000150715,0.000150715,0.000150715
27,473.705,0.44863,0.73546,0.80897,0.6695,0.78574,0.75608,0.71646,0.31319,0.67374,0.80926,0.000149864,0.000149864,0.000149864
28,487.532,0.45347,0.73662,0.80943,0.71125,0.76473,0.77751,0.73341,0.31356,0.66066,0.81299,0.000149012,0.000149012,0.000149012
29,502.732,0.4568,0.70816,0.80829,0.64576,0.84809,0.77739,0.73008,0.31998,0.68576,0.81367,0.000148161,0.000148161,0.000148161
30,523.893,0.45315,0.70618,0.80591,0.65962,0.84758,0.78101,0.73041,0.32144,0.68514,0.81447,0.000147309,0.000147309,0.000147309
31,541.026,0.45822,0.70222,0.80552,0.72434,0.75995,0.78023,0.72953,0.32525,0.71781,0.81929,0.000146458,0.000146458,0.000146458
32,554.268,0.45212,0.68307,0.80589,0.65553,0.82325,0.77393,0.72044,0.31448,0.69484,0.8108,0.000145607,0.000145607,0.000145607
33,566.857,0.45123,0.65488,0.80947,0.63166,0.85741,0.75904,0.71503,0.31057,0.66897,0.80562,0.000144755,0.000144755,0.000144755
34,579.739,0.44803,0.65388,0.80248,0.66387,0.87355,0.76608,0.72448,0.30337,0.64174,0.80734,0.000143904,0.000143904,0.000143904
35,599.506,0.44118,0.6545,0.80648,0.68312,0.81864,0.76519,0.71555,0.31803,0.71785,0.81432,0.000143052,0.000143052,0.000143052
36,618.957,0.43135,0.63166,0.80592,0.65808,0.81164,0.75326,0.7028,0.31351,0.69428,0.81092,0.000142201,0.000142201,0.000142201
37,631.422,0.44077,0.63428,0.80279,0.67588,0.79729,0.75766,0.706,0.31656,0.67254,0.80942,0.00014135,0.00014135,0.00014135
38,650.017,0.44569,0.62349,0.80075,0.68925,0.79674,0.77723,0.73138,0.30789,0.66556,0.80935,0.000140498,0.000140498,0.000140498
39,662.444,0.4461,0.62903,0.80228,0.65547,0.81567,0.75696,0.71385,0.30121,0.65516,0.80745,0.000139647,0.000139647,0.000139647
40,683.378,0.43863,0.61917,0.80383,0.68422,0.81381,0.76476,0.71791,0.31145,0.68143,0.80689,0.000138795,0.000138795,0.000138795
41,697.649,0.43014,0.57703,0.80413,0.65961,0.82908,0.77942,0.72364,0.3077,0.70497,0.80982,0.000137944,0.000137944,0.000137944
42,716.428,0.41206,0.55622,0.79874,0.66848,0.79434,0.7619,0.71922,0.30882,0.69437,0.80994,0.000137093,0.000137093,0.000137093
43,728.503,0.44001,0.55539,0.79956,0.68427,0.80055,0.7424,0.70157,0.3121,0.736,0.81242,0.000136241,0.000136241,0.000136241
44,741.784,0.42454,0.53759,0.79757,0.67171,0.81752,0.7433,0.69837,0.30953,0.68838,0.81165,0.00013539,0.00013539,0.00013539
45,762.739,0.4231,0.5277,0.79825,0.66174,0.77236,0.75074,0.70694,0.32029,0.71015,0.81395,0.000134538,0.000134538,0.000134538
46,789.985,0.42421,0.53745,0.798,0.67057,0.78301,0.7497,0.70801,0.31571,0.78726,0.81528,0.000133687,0.000133687,0.000133687
47,803.194,0.43482,0.54037,0.80091,0.65915,0.82937,0.76135,0.71608,0.31772,0.71838,0.81259,0.000132836,0.000132836,0.000132836
48,822.545,0.42929,0.51698,0.7974,0.69792,0.74552,0.71625,0.67835,0.30955,0.76738,0.81364,0.000131984,0.000131984,0.000131984
49,841.072,0.40794,0.50323,0.79706,0.6497,0.80627,0.73145,0.68895,0.3099,0.73076,0.81084,0.000131133,0.000131133,0.000131133
50,854.232,0.42423,0.51585,0.79665,0.63054,0.79498,0.73387,0.68924,0.3086,0.69171,0.80779,0.000130281,0.000130281,0.000130281
51,875.122,0.43966,0.50718,0.79555,0.6943,0.81174,0.76327,0.71479,0.30536,0.72248,0.81092,0.00012943,0.00012943,0.00012943
52,890.375,0.41084,0.47749,0.79966,0.67994,0.84656,0.76028,0.70833,0.3173,0.75982,0.81524,0.000128579,0.000128579,0.000128579
53,908.631,0.41656,0.48937,0.79735,0.77332,0.67579,0.75028,0.69973,0.30867,0.70219,0.81001,0.000127727,0.000127727,0.000127727
54,926.254,0.41589,0.4792,0.79466,0.6526,0.81362,0.75268,0.69685,0.31332,0.70259,0.81521,0.000126876,0.000126876,0.000126876
55,943.221,0.40506,0.47077,0.79322,0.65273,0.82846,0.76644,0.71247,0.31429,0.70299,0.81682,0.000126024,0.000126024,0.000126024
56,962.976,0.41044,0.45921,0.79508,0.68692,0.78948,0.75778,0.70235,0.32239,0.79958,0.82159,0.000125173,0.000125173,0.000125173
57,979.228,0.40454,0.45409,0.79598,0.72739,0.77328,0.77352,0.71194,0.31004,0.78256,0.817,0.000124322,0.000124322,0.000124322
58,995.958,0.41272,0.45137,0.79638,0.69885,0.82958,0.78734,0.73461,0.30411,0.69942,0.81156,0.00012347,0.00012347,0.00012347
59,1015.96,0.41022,0.45433,0.79641,0.71845,0.8032,0.78072,0.72864,0.31622,0.73911,0.81486,0.000122619,0.000122619,0.000122619
60,1043.02,0.40139,0.44404,0.79639,0.71139,0.76514,0.77305,0.71994,0.30645,0.74012,0.81544,0.000121767,0.000121767,0.000121767
61,1056.06,0.3974,0.42708,0.78931,0.71433,0.82628,0.78145,0.72498,0.30924,0.66679,0.81405,0.000120916,0.000120916,0.000120916
62,1079.69,0.39362,0.42093,0.79422,0.73867,0.81057,0.77489,0.7184,0.30685,0.69175,0.81378,0.000120065,0.000120065,0.000120065
63,1092.57,0.39857,0.42992,0.79833,0.70007,0.80099,0.7791,0.7303,0.31811,0.76018,0.82162,0.000119213,0.000119213,0.000119213
64,1105.69,0.4023,0.414,0.79168,0.70577,0.79688,0.75486,0.70646,0.31766,0.82938,0.82123,0.000118362,0.000118362,0.000118362
65,1125.29,0.41119,0.43442,0.79462,0.65678,0.83368,0.75044,0.70435,0.3094,0.74211,0.81473,0.00011751,0.00011751,0.00011751
66,1141.71,0.39321,0.41433,0.79643,0.65714,0.75895,0.74251,0.68995,0.31189,0.80239,0.81796,0.000116659,0.000116659,0.000116659
67,1158.16,0.39436,0.41189,0.79227,0.67801,0.79549,0.72647,0.67934,0.3105,0.75909,0.8166,0.000115808,0.000115808,0.000115808
68,1171.59,0.40546,0.42872,0.79332,0.72032,0.79124,0.77452,0.72108,0.30711,0.71109,0.81202,0.000114956,0.000114956,0.000114956
69,1184.72,0.41901,0.41912,0.7933,0.72827,0.75803,0.75911,0.70437,0.31675,0.77405,0.81738,0.000114105,0.000114105,0.000114105
70,1197.38,0.38136,0.3919,0.79341,0.69602,0.81903,0.76844,0.7176,0.31042,0.73646,0.81619,0.000113253,0.000113253,0.000113253
71,1210.36,0.38372,0.38942,0.7943,0.69328,0.84282,0.77654,0.72494,0.30556,0.69698,0.81335,0.000112402,0.000112402,0.000112402
72,1225.91,0.38634,0.39372,0.79237,0.64263,0.77976,0.72776,0.67872,0.3114,0.83782,0.81872,0.000111551,0.000111551,0.000111551
73,1244.34,0.38013,0.38403,0.79273,0.64199,0.82502,0.74433,0.69681,0.31295,0.78094,0.81682,0.000110699,0.000110699,0.000110699
74,1260.28,0.37434,0.38768,0.7898,0.6811,0.83224,0.76223,0.7218,0.31136,0.79507,0.81675,0.000109848,0.000109848,0.000109848
75,1279.47,0.37456,0.37298,0.79073,0.69141,0.82951,0.76594,0.72641,0.30377,0.72763,0.81226,0.000108996,0.000108996,0.000108996
76,1300.53,0.36989,0.37534,0.78799,0.72664,0.79973,0.78292,0.73878,0.3098,0.73692,0.81352,0.000108145,0.000108145,0.000108145
77,1314,0.38281,0.38541,0.79009,0.65963,0.80401,0.77546,0.73298,0.30764,0.74334,0.81407,0.000107294,0.000107294,0.000107294
78,1333.3,0.37922,0.36576,0.78901,0.73385,0.77046,0.75054,0.70654,0.30556,0.72915,0.81209,0.000106442,0.000106442,0.000106442
79,1346.02,0.37712,0.37434,0.78879,0.7391,0.75542,0.73995,0.69626,0.31439,0.78899,0.81563,0.000105591,0.000105591,0.000105591
80,1358.93,0.36636,0.35134,0.78886,0.72977,0.74849,0.73226,0.69075,0.31463,0.80363,0.81674,0.000104739,0.000104739,0.000104739
81,1380.63,0.3785,0.37633,0.78866,0.69129,0.83082,0.74939,0.70637,0.3108,0.77441,0.81415,0.000103888,0.000103888,0.000103888
82,1393.84,0.36817,0.35176,0.79138,0.70505,0.80393,0.7416,0.69529,0.31853,0.84693,0.81959,0.000103037,0.000103037,0.000103037
83,1410.7,0.3731,0.36223,0.78942,0.67395,0.84825,0.74895,0.70012,0.31417,0.76092,0.81722,0.000102185,0.000102185,0.000102185
84,1430.35,0.36751,0.3597,0.78927,0.64238,0.83115,0.73649,0.68961,0.31043,0.79247,0.8186,0.000101334,0.000101334,0.000101334
85,1443.03,0.36258,0.34523,0.78955,0.66179,0.83676,0.72833,0.68373,0.31119,0.81604,0.81899,0.000100482,0.000100482,0.000100482
86,1469.14,0.36758,0.36766,0.78792,0.63988,0.82158,0.76017,0.70793,0.31013,0.75822,0.81679,9.9631e-05,9.9631e-05,9.9631e-05
87,1487.98,0.37424,0.37091,0.79178,0.69636,0.82552,0.78246,0.73001,0.31479,0.74385,0.81978,9.87796e-05,9.87796e-05,9.87796e-05
88,1500.85,0.37107,0.35895,0.78362,0.68025,0.85704,0.78727,0.73629,0.31371,0.76192,0.82054,9.79282e-05,9.79282e-05,9.79282e-05
89,1513.78,0.34856,0.34093,0.78703,0.65726,0.84423,0.79288,0.73749,0.31288,0.74938,0.81998,9.70768e-05,9.70768e-05,9.70768e-05
90,1532.35,0.36754,0.35377,0.78622,0.69242,0.79249,0.77755,0.72107,0.31924,0.84756,0.82438,9.62254e-05,9.62254e-05,9.62254e-05
91,1548.47,0.35984,0.34316,0.79014,0.6859,0.83656,0.76876,0.72096,0.31493,0.76047,0.82357,9.5374e-05,9.5374e-05,9.5374e-05
92,1564.73,0.3555,0.33909,0.78266,0.6997,0.81873,0.77629,0.72601,0.31092,0.71482,0.82006,9.45226e-05,9.45226e-05,9.45226e-05
93,1577.99,0.35857,0.33803,0.78837,0.67696,0.81786,0.75104,0.71261,0.31431,0.77927,0.81925,9.36712e-05,9.36712e-05,9.36712e-05
94,1590.81,0.36673,0.36245,0.78634,0.6695,0.82429,0.78501,0.74455,0.31332,0.77755,0.81684,9.28198e-05,9.28198e-05,9.28198e-05
95,1603.65,0.3619,0.33434,0.78809,0.68463,0.86851,0.78806,0.75049,0.30802,0.77935,0.81558,9.19684e-05,9.19684e-05,9.19684e-05
96,1616.99,0.36657,0.34385,0.79066,0.72373,0.81521,0.77042,0.73291,0.31021,0.7587,0.81401,9.1117e-05,9.1117e-05,9.1117e-05
97,1633.06,0.35098,0.33429,0.78562,0.73143,0.80153,0.80562,0.7643,0.30404,0.71253,0.8137,9.02656e-05,9.02656e-05,9.02656e-05
98,1648.94,0.33807,0.32176,0.78457,0.74612,0.79655,0.7793,0.737,0.31655,0.70051,0.81643,8.94142e-05,8.94142e-05,8.94142e-05
99,1668.07,0.3474,0.33623,0.78914,0.69629,0.81552,0.7659,0.72432,0.31114,0.7422,0.81569,8.85628e-05,8.85628e-05,8.85628e-05
100,1681.39,0.35228,0.33023,0.78695,0.71941,0.81503,0.76519,0.71924,0.3135,0.71388,0.8129,8.77114e-05,8.77114e-05,8.77114e-05
101,1700.52,0.36663,0.34175,0.78836,0.70166,0.80337,0.77844,0.7312,0.31343,0.79222,0.81529,8.686e-05,8.686e-05,8.686e-05
102,1721.52,0.34755,0.32383,0.78599,0.68889,0.83918,0.78337,0.73925,0.30766,0.75112,0.81553,8.60086e-05,8.60086e-05,8.60086e-05
103,1741.87,0.35314,0.33701,0.78545,0.70551,0.85521,0.76836,0.72252,0.31123,0.79754,0.81776,8.51572e-05,8.51572e-05,8.51572e-05
104,1754.61,0.342,0.3143,0.78929,0.74424,0.77901,0.77409,0.72505,0.31026,0.75523,0.8168,8.43058e-05,8.43058e-05,8.43058e-05
105,1767.53,0.33024,0.31526,0.78497,0.73437,0.75378,0.75658,0.71257,0.31705,0.80049,0.81981,8.34544e-05,8.34544e-05,8.34544e-05
106,1788.57,0.33625,0.32473,0.78452,0.71161,0.81936,0.77515,0.72993,0.31337,0.7496,0.8165,8.2603e-05,8.2603e-05,8.2603e-05
107,1803.48,0.33946,0.31709,0.78262,0.68603,0.81088,0.76834,0.72374,0.31297,0.74367,0.81652,8.17516e-05,8.17516e-05,8.17516e-05
108,1821.76,0.34294,0.3194,0.78249,0.69156,0.79191,0.76002,0.71523,0.31272,0.77021,0.81651,8.09002e-05,8.09002e-05,8.09002e-05
109,1842.05,0.33138,0.30532,0.78595,0.67432,0.83955,0.74937,0.70986,0.3085,0.73983,0.81349,8.00488e-05,8.00488e-05,8.00488e-05
110,1855.14,0.32529,0.30482,0.78208,0.68193,0.79964,0.73546,0.69046,0.31035,0.79691,0.81627,7.91974e-05,7.91974e-05,7.91974e-05
111,1872.35,0.33416,0.31987,0.78621,0.66751,0.81082,0.74112,0.69799,0.30475,0.72539,0.81457,7.8346e-05,7.8346e-05,7.8346e-05
112,1885.34,0.34581,0.32944,0.78563,0.68273,0.80458,0.74596,0.70432,0.30719,0.80734,0.81474,7.74946e-05,7.74946e-05,7.74946e-05
113,1898.1,0.33739,0.32093,0.78654,0.67809,0.80053,0.74342,0.70174,0.30393,0.77464,0.81277,7.66432e-05,7.66432e-05,7.66432e-05
114,1918.7,0.33241,0.30968,0.78365,0.69976,0.80936,0.74067,0.70262,0.30766,0.78883,0.81512,7.57918e-05,7.57918e-05,7.57918e-05
115,1944.98,0.33564,0.31393,0.78588,0.71809,0.8038,0.73902,0.69886,0.31542,0.8152,0.82033,7.49404e-05,7.49404e-05,7.49404e-05
116,1963.5,0.31862,0.30253,0.78418,0.71851,0.79191,0.75116,0.70888,0.31153,0.73667,0.82015,7.4089e-05,7.4089e-05,7.4089e-05
117,1976.01,0.32444,0.29964,0.78403,0.71406,0.78892,0.76118,0.71564,0.30931,0.7163,0.82075,7.32376e-05,7.32376e-05,7.32376e-05
118,1988.61,0.33799,0.30983,0.78523,0.71487,0.78032,0.75115,0.70271,0.31545,0.79758,0.82327,7.23862e-05,7.23862e-05,7.23862e-05
119,2007.18,0.31407,0.28971,0.7842,0.68619,0.83715,0.74711,0.70516,0.31425,0.78164,0.82141,7.15348e-05,7.15348e-05,7.15348e-05
120,2022.86,0.3232,0.2987,0.78453,0.68336,0.82019,0.74793,0.70953,0.30811,0.77981,0.81792,7.06834e-05,7.06834e-05,7.06834e-05
121,2039.38,0.32295,0.29784,0.78317,0.67645,0.82873,0.75328,0.71136,0.3137,0.81414,0.82068,6.9832e-05,6.9832e-05,6.9832e-05
122,2058.42,0.32312,0.29488,0.78371,0.69497,0.80335,0.75198,0.70723,0.31243,0.81814,0.8209,6.89806e-05,6.89806e-05,6.89806e-05
123,2071.82,0.33037,0.30012,0.77915,0.6914,0.80841,0.74067,0.7016,0.31341,0.81518,0.82135,6.81292e-05,6.81292e-05,6.81292e-05
124,2088.08,0.32294,0.30688,0.78597,0.69404,0.80023,0.7634,0.72485,0.30726,0.82509,0.81913,6.72778e-05,6.72778e-05,6.72778e-05
125,2101.24,0.31367,0.285,0.78302,0.73177,0.78994,0.77519,0.7334,0.30703,0.77254,0.81785,6.64264e-05,6.64264e-05,6.64264e-05
126,2116.43,0.31919,0.29104,0.77981,0.73394,0.78663,0.78478,0.74029,0.31444,0.77026,0.82104,6.5575e-05,6.5575e-05,6.5575e-05
127,2134.62,0.3219,0.2904,0.78119,0.74704,0.75619,0.77843,0.73487,0.31161,0.77196,0.81906,6.47236e-05,6.47236e-05,6.47236e-05
128,2160.38,0.32043,0.2908,0.78055,0.70514,0.75851,0.76833,0.72263,0.3092,0.77766,0.81789,6.38722e-05,6.38722e-05,6.38722e-05
129,2179.35,0.31866,0.28973,0.78059,0.63187,0.78539,0.755,0.70826,0.31403,0.82372,0.82073,6.30208e-05,6.30208e-05,6.30208e-05
130,2192.25,0.31597,0.28577,0.77999,0.67871,0.80647,0.75302,0.70965,0.31258,0.81572,0.8199,6.21694e-05,6.21694e-05,6.21694e-05
131,2211.21,0.31274,0.28712,0.78211,0.67686,0.81479,0.76979,0.72925,0.30578,0.75784,0.81603,6.1318e-05,6.1318e-05,6.1318e-05
132,2224.19,0.29942,0.27296,0.78118,0.68567,0.83584,0.77766,0.73938,0.30308,0.72013,0.81211,6.04666e-05,6.04666e-05,6.04666e-05
133,2240.51,0.30434,0.27647,0.78174,0.72229,0.81247,0.77489,0.7333,0.30632,0.76469,0.81522,5.96152e-05,5.96152e-05,5.96152e-05
134,2253.53,0.30978,0.27884,0.78108,0.72699,0.82304,0.76821,0.72481,0.30756,0.81963,0.81607,5.87638e-05,5.87638e-05,5.87638e-05
135,2266.54,0.30821,0.27912,0.77992,0.69256,0.85577,0.78705,0.7442,0.30564,0.74208,0.8126,5.79124e-05,5.79124e-05,5.79124e-05
136,2286.25,0.3012,0.28269,0.78143,0.73498,0.79349,0.77438,0.73377,0.30064,0.73966,0.81224,5.7061e-05,5.7061e-05,5.7061e-05
137,2299.55,0.31149,0.2899,0.78284,0.69131,0.79902,0.77408,0.72947,0.30591,0.80544,0.8158,5.62096e-05,5.62096e-05,5.62096e-05
138,2320.07,0.30215,0.27131,0.78048,0.72339,0.80817,0.75864,0.71344,0.30907,0.79025,0.81735,5.53582e-05,5.53582e-05,5.53582e-05
139,2336.22,0.30387,0.27663,0.77663,0.72397,0.79571,0.75539,0.70987,0.3066,0.81374,0.81978,5.45068e-05,5.45068e-05,5.45068e-05
140,2352.66,0.29916,0.26911,0.78058,0.71598,0.80262,0.75797,0.71472,0.30695,0.78924,0.81812,5.36554e-05,5.36554e-05,5.36554e-05
141,2371.63,0.30062,0.27265,0.77979,0.73387,0.76716,0.75598,0.71311,0.31124,0.85666,0.81902,5.2804e-05,5.2804e-05,5.2804e-05
142,2391.23,0.30088,0.27347,0.78339,0.73861,0.74729,0.74172,0.69788,0.31671,0.88002,0.82125,5.19526e-05,5.19526e-05,5.19526e-05
143,2404.42,0.30292,0.26906,0.77936,0.75761,0.73181,0.74682,0.70447,0.31223,0.85834,0.81948,5.11012e-05,5.11012e-05,5.11012e-05
144,2423.87,0.29277,0.26432,0.78221,0.73306,0.77159,0.76058,0.71729,0.30835,0.83581,0.81785,5.02498e-05,5.02498e-05,5.02498e-05
145,2442.2,0.29169,0.26473,0.78245,0.70368,0.76081,0.76328,0.72119,0.31099,0.89345,0.81964,4.93984e-05,4.93984e-05,4.93984e-05
146,2455.03,0.31026,0.28048,0.78289,0.66304,0.76673,0.75702,0.71548,0.31176,0.92841,0.81979,4.8547e-05,4.8547e-05,4.8547e-05
147,2473.69,0.29613,0.26533,0.77716,0.65297,0.81155,0.76127,0.72067,0.31142,0.87834,0.8195,4.76956e-05,4.76956e-05,4.76956e-05
